P1A	P2A	P1B	P2B	Jaccard
Q92769	O95863	Q92769	Q16576	0.0833333333333
Q92769	O95863	Q92769	Q16695	0.25
Q92769	O95863	Q92769	Q16777	0.0
Q92769	O95863	Q92769	Q16778	0.0
Q92769	O95863	Q92769	Q59FP7	0.0172413793103
Q92769	O95863	Q92769	Q66X48	0.0172413793103
Q92769	O95863	Q92769	Q7Z6Z7	0.0172413793103
Q92769	O95863	Q92769	Q86X95	0.333333333333
Q92769	O95863	Q92769	Q86YP4	1.0
Q92769	O95863	Q92769	Q8N5A5	0.0
Q92769	O95863	Q92769	Q8N9Q1	0.333333333333
Q92769	O95863	Q92769	Q8NHZ7	0.25
Q92769	O95863	Q92769	Q8TDI0	0.0172413793103
Q92769	O95931	Q92769	O95931	1.0
Q92769	O95931	Q92769	O95983	0.25
Q92769	O95931	Q92769	P01106	0.0169491525424
Q92769	O95931	Q92769	P03372	0.75
Q92769	O95931	Q92769	P06400	0.0833333333333
Q92769	O95931	Q92769	P12830	0.0833333333333
Q92769	O95931	Q92769	P25490	0.75
Q92769	O95931	Q92769	P26358	0.0833333333333
Q92769	O95931	Q92769	P33076	0.0169491525424
Q92769	O95931	Q92769	P35568	0.0169491525424
Q92769	O95931	Q92769	P35659	0.5
Q92769	O95931	Q92769	P40763	0.0833333333333
Q92769	O95931	Q92769	P51531	0.0169491525424
Q92769	O95931	Q92769	P51532	0.0169491525424
Q92769	O95931	Q92769	P62805	0.181818181818
Q92769	O95931	Q92769	P68400	0.166666666667
Q92769	O95931	Q92769	P68431	0.222222222222
Q92769	O95931	Q92769	Q01826	0.25
Q92769	O95931	Q92769	Q01844	0.5
Q92769	O95931	Q92769	Q04206	0.0810810810811
Q92769	O95931	Q92769	Q09028	0.0810810810811
Q92769	O95931	Q92769	Q12834	0.230769230769
Q92769	O95931	Q92769	Q12873	0.0169491525424
Q92769	O95931	Q92769	Q13242	0.166666666667
Q92769	O95931	Q92769	Q13363	0.15
Q92769	O95931	Q92769	Q13535	0.0169491525424
Q92769	O95931	Q92769	Q13547	0.0294117647059
Q92769	O95931	Q92769	Q13573	0.0
Q92769	O95931	Q92769	Q13620	0.307692307692
Q92769	O95931	Q92769	Q14839	0.0169491525424
Q92769	O95931	Q92769	Q15014	0.157894736842
Q92769	O95931	Q92769	Q15022	0.0169491525424
Q92769	O95931	Q92769	Q15796	0.5
Q92769	O95931	Q92769	Q15910	0.5
Q92769	O95931	Q92769	Q16576	0.166666666667
Q92769	O95931	Q92769	Q16695	0.375
Q92769	O95931	Q92769	Q16777	0.0
Q92769	O95931	Q92769	Q16778	0.0
Q92769	O95931	Q92769	Q59FP7	0.0169491525424
Q92769	O95931	Q92769	Q66X48	0.0169491525424
Q92769	O95931	Q92769	Q7Z6Z7	0.0169491525424
Q92769	O95931	Q92769	Q86X95	0.25
Q92769	O95931	Q92769	Q86YP4	0.75
Q92769	O95931	Q92769	Q8N5A5	0.0
Q92769	O95931	Q92769	Q8N9Q1	0.25
Q92769	O95931	Q92769	Q8NHZ7	0.2
Q92769	O95931	Q92769	Q8TDI0	0.0169491525424
Q92769	O95983	Q92769	O95983	1.0
Q92769	O95983	Q92769	P01106	0.0
Q92769	O95983	Q92769	P03372	0.333333333333
Q92769	O95983	Q92769	P06400	0.0285714285714
Q92769	O95983	Q92769	P12830	0.0285714285714
Q92769	O95983	Q92769	P25490	0.333333333333
Q92769	O95983	Q92769	P26358	0.0285714285714
Q92769	O95983	Q92769	P33076	0.0
Q92769	O95983	Q92769	P35568	0.0
Q92769	O95983	Q92769	P35659	0.5
Q92769	O95983	Q92769	P40763	0.0285714285714
Q92769	O95983	Q92769	P51531	0.0
Q92769	O95983	Q92769	P51532	0.0
Q92769	O95983	Q92769	P62805	0.0
Q92769	O95983	Q92769	P68400	0.0588235294118
Q92769	O95983	Q92769	P68431	0.142857142857
Q92769	O95983	Q92769	Q01826	0.0
Q92769	O95983	Q92769	Q01844	0.5
Q92769	O95983	Q92769	Q04206	0.0277777777778
Q92769	O95983	Q92769	Q09028	0.0277777777778
Q92769	O95983	Q92769	Q12834	0.0833333333333
Q92769	O95983	Q92769	Q12873	0.0
Q92769	O95983	Q92769	Q13242	0.0588235294118
Q92769	O95983	Q92769	Q13363	0.0526315789474
Q92769	O95983	Q92769	Q13535	0.0
Q92769	O95983	Q92769	Q13547	0.0322580645161
Q92769	O95983	Q92769	Q13573	0.0
Q92769	O95983	Q92769	Q13620	0.0769230769231
Q92769	O95983	Q92769	Q14839	0.0
Q92769	O95983	Q92769	Q15014	0.0555555555556
Q92769	O95983	Q92769	Q15022	0.0
Q92769	O95983	Q92769	Q15796	0.5
Q92769	O95983	Q92769	Q15910	0.5
Q92769	O95983	Q92769	Q16576	0.0
Q92769	O95983	Q92769	Q16695	0.142857142857
Q92769	O95983	Q92769	Q16777	0.0
Q92769	O95983	Q92769	Q16778	0.0
Q92769	O95983	Q92769	Q59FP7	0.0
Q92769	O95983	Q92769	Q66X48	0.0
Q92769	O95983	Q92769	Q7Z6Z7	0.0
Q92769	O95983	Q92769	Q86X95	1.0
Q92769	O95983	Q92769	Q86YP4	0.333333333333
Q92769	O95983	Q92769	Q8N5A5	0.0
Q92769	O95983	Q92769	Q8N9Q1	1.0
Q92769	O95983	Q92769	Q8NHZ7	0.0
Q92769	O95983	Q92769	Q8TDI0	0.0
Q92769	P01106	Q92769	P01106	1.0
Q92769	P01106	Q92769	P03372	0.0172413793103
Q92769	P01106	Q92769	P06400	0.4
Q92769	P01106	Q92769	P12830	0.4
Q92769	P01106	Q92769	P25490	0.0172413793103
Q92769	P01106	Q92769	P26358	0.4
Q92769	P01106	Q92769	P33076	1.0
Q92769	P01106	Q92769	P35568	1.0
Q92769	P01106	Q92769	P35659	0.0
Q92769	P01106	Q92769	P40763	0.4
Q92769	P01106	Q92769	P51531	1.0
Q92769	P01106	Q92769	P51532	1.0
Q92769	P01106	Q92769	P62805	0.0655737704918
Q92769	P01106	Q92769	P68400	0.123076923077
Q92769	P01106	Q92769	P68431	0.0161290322581
Q92769	P01106	Q92769	Q01826	0.0178571428571
Q92769	P01106	Q92769	Q01844	0.0175438596491
Q92769	P01106	Q92769	Q04206	0.415384615385
Q92769	P01106	Q92769	Q09028	0.415384615385
Q92769	P01106	Q92769	Q12834	0.0625
Q92769	P01106	Q92769	Q12873	1.0
Q92769	P01106	Q92769	Q13242	0.123076923077
Q92769	P01106	Q92769	Q13363	0.136363636364
Q92769	P01106	Q92769	Q13535	1.0
Q92769	P01106	Q92769	Q13547	0.0875
Q92769	P01106	Q92769	Q13573	0.0
Q92769	P01106	Q92769	Q13620	0.0615384615385
Q92769	P01106	Q92769	Q14839	1.0
Q92769	P01106	Q92769	Q15014	0.0882352941176
Q92769	P01106	Q92769	Q15022	1.0
Q92769	P01106	Q92769	Q15796	0.0175438596491
Q92769	P01106	Q92769	Q15910	0.0175438596491
Q92769	P01106	Q92769	Q16576	0.0645161290323
Q92769	P01106	Q92769	Q16695	0.0327868852459
Q92769	P01106	Q92769	Q16777	0.0
Q92769	P01106	Q92769	Q16778	0.0
Q92769	P01106	Q92769	Q59FP7	1.0
Q92769	P01106	Q92769	Q66X48	1.0
Q92769	P01106	Q92769	Q7Z6Z7	1.0
Q92769	P01106	Q92769	Q86X95	0.0
Q92769	P01106	Q92769	Q86YP4	0.0172413793103
Q92769	P01106	Q92769	Q8N5A5	0.0
Q92769	P01106	Q92769	Q8N9Q1	0.0
Q92769	P01106	Q92769	Q8NHZ7	0.0357142857143
Q92769	P01106	Q92769	Q8TDI0	1.0
Q92769	P03372	Q92769	P03372	1.0
Q92769	P03372	Q92769	P06400	0.0857142857143
Q92769	P03372	Q92769	P12830	0.0857142857143
Q92769	P03372	Q92769	P25490	0.5
Q92769	P03372	Q92769	P26358	0.0857142857143
Q92769	P03372	Q92769	P33076	0.0172413793103
Q92769	P03372	Q92769	P35568	0.0172413793103
Q92769	P03372	Q92769	P35659	0.25
Q92769	P03372	Q92769	P40763	0.0857142857143
Q92769	P03372	Q92769	P51531	0.0172413793103
Q92769	P03372	Q92769	P51532	0.0172413793103
Q92769	P03372	Q92769	P62805	0.2
Q92769	P03372	Q92769	P68400	0.176470588235
Q92769	P03372	Q92769	P68431	0.25
Q92769	P03372	Q92769	Q01826	0.333333333333
Q92769	P03372	Q92769	Q01844	0.666666666667
Q92769	P03372	Q92769	Q04206	0.0833333333333
Q92769	P03372	Q92769	Q09028	0.0833333333333
Q92769	P03372	Q92769	Q12834	0.25
Q92769	P03372	Q92769	Q12873	0.0172413793103
Q92769	P03372	Q92769	Q13242	0.176470588235
Q92769	P03372	Q92769	Q13363	0.157894736842
Q92769	P03372	Q92769	Q13535	0.0172413793103
Q92769	P03372	Q92769	Q13547	0.030303030303
Q92769	P03372	Q92769	Q13573	0.0
Q92769	P03372	Q92769	Q13620	0.230769230769
Q92769	P03372	Q92769	Q14839	0.0172413793103
Q92769	P03372	Q92769	Q15014	0.166666666667
Q92769	P03372	Q92769	Q15022	0.0172413793103
Q92769	P03372	Q92769	Q15796	0.666666666667
Q92769	P03372	Q92769	Q15910	0.666666666667
Q92769	P03372	Q92769	Q16576	0.181818181818
Q92769	P03372	Q92769	Q16695	0.25
Q92769	P03372	Q92769	Q16777	0.0
Q92769	P03372	Q92769	Q16778	0.0
Q92769	P03372	Q92769	Q59FP7	0.0172413793103
Q92769	P03372	Q92769	Q66X48	0.0172413793103
Q92769	P03372	Q92769	Q7Z6Z7	0.0172413793103
Q92769	P03372	Q92769	Q86X95	0.333333333333
Q92769	P03372	Q92769	Q86YP4	0.5
Q92769	P03372	Q92769	Q8N5A5	0.0
Q92769	P03372	Q92769	Q8N9Q1	0.333333333333
Q92769	P03372	Q92769	Q8NHZ7	0.25
Q92769	P03372	Q92769	Q8TDI0	0.0172413793103
Q92769	P06400	Q92769	P06400	1.0
Q92769	P06400	Q92769	P12830	1.0
Q92769	P06400	Q92769	P25490	0.0555555555556
Q92769	P06400	Q92769	P26358	1.0
Q92769	P06400	Q92769	P33076	0.4
Q92769	P06400	Q92769	P35568	0.4
Q92769	P06400	Q92769	P35659	0.0277777777778
Q92769	P06400	Q92769	P40763	1.0
Q92769	P06400	Q92769	P51531	0.4
Q92769	P06400	Q92769	P51532	0.4
Q92769	P06400	Q92769	P62805	0.189189189189
Q92769	P06400	Q92769	P68400	0.268292682927
Q92769	P06400	Q92769	P68431	0.135135135135
Q92769	P06400	Q92769	Q01826	0.0285714285714
Q92769	P06400	Q92769	Q01844	0.0571428571429
Q92769	P06400	Q92769	Q04206	0.972222222222
Q92769	P06400	Q92769	Q09028	0.972222222222
Q92769	P06400	Q92769	Q12834	0.236842105263
Q92769	P06400	Q92769	Q12873	0.4
Q92769	P06400	Q92769	Q13242	0.3
Q92769	P06400	Q92769	Q13363	0.35
Q92769	P06400	Q92769	Q13535	0.4
Q92769	P06400	Q92769	Q13547	0.137931034483
Q92769	P06400	Q92769	Q13573	0.0
Q92769	P06400	Q92769	Q13620	0.230769230769
Q92769	P06400	Q92769	Q14839	0.4
Q92769	P06400	Q92769	Q15014	0.292682926829
Q92769	P06400	Q92769	Q15022	0.4
Q92769	P06400	Q92769	Q15796	0.0571428571429
Q92769	P06400	Q92769	Q15910	0.0571428571429
Q92769	P06400	Q92769	Q16576	0.216216216216
Q92769	P06400	Q92769	Q16695	0.166666666667
Q92769	P06400	Q92769	Q16777	0.0
Q92769	P06400	Q92769	Q16778	0.0
Q92769	P06400	Q92769	Q59FP7	0.4
Q92769	P06400	Q92769	Q66X48	0.4
Q92769	P06400	Q92769	Q7Z6Z7	0.4
Q92769	P06400	Q92769	Q86X95	0.0285714285714
Q92769	P06400	Q92769	Q86YP4	0.0555555555556
Q92769	P06400	Q92769	Q8N5A5	0.0
Q92769	P06400	Q92769	Q8N9Q1	0.0285714285714
Q92769	P06400	Q92769	Q8NHZ7	0.0571428571429
Q92769	P06400	Q92769	Q8TDI0	0.4
Q92769	P12830	Q92769	P12830	1.0
Q92769	P12830	Q92769	P25490	0.0555555555556
Q92769	P12830	Q92769	P26358	1.0
Q92769	P12830	Q92769	P33076	0.4
Q92769	P12830	Q92769	P35568	0.4
Q92769	P12830	Q92769	P35659	0.0277777777778
Q92769	P12830	Q92769	P40763	1.0
Q92769	P12830	Q92769	P51531	0.4
Q92769	P12830	Q92769	P51532	0.4
Q92769	P12830	Q92769	P62805	0.189189189189
Q92769	P12830	Q92769	P68400	0.268292682927
Q92769	P12830	Q92769	P68431	0.135135135135
Q92769	P12830	Q92769	Q01826	0.0285714285714
Q92769	P12830	Q92769	Q01844	0.0571428571429
Q92769	P12830	Q92769	Q04206	0.972222222222
Q92769	P12830	Q92769	Q09028	0.972222222222
Q92769	P12830	Q92769	Q12834	0.236842105263
Q92769	P12830	Q92769	Q12873	0.4
Q92769	P12830	Q92769	Q13242	0.3
Q92769	P12830	Q92769	Q13363	0.35
Q92769	P12830	Q92769	Q13535	0.4
Q92769	P12830	Q92769	Q13547	0.137931034483
Q92769	P12830	Q92769	Q13573	0.0
Q92769	P12830	Q92769	Q13620	0.230769230769
Q92769	P12830	Q92769	Q14839	0.4
Q92769	P12830	Q92769	Q15014	0.292682926829
Q92769	P12830	Q92769	Q15022	0.4
Q92769	P12830	Q92769	Q15796	0.0571428571429
Q92769	P12830	Q92769	Q15910	0.0571428571429
Q92769	P12830	Q92769	Q16576	0.216216216216
Q92769	P12830	Q92769	Q16695	0.166666666667
Q92769	P12830	Q92769	Q16777	0.0
Q92769	P12830	Q92769	Q16778	0.0
Q92769	P12830	Q92769	Q59FP7	0.4
Q92769	P12830	Q92769	Q66X48	0.4
Q92769	P12830	Q92769	Q7Z6Z7	0.4
Q92769	P12830	Q92769	Q86X95	0.0285714285714
Q92769	P12830	Q92769	Q86YP4	0.0555555555556
Q92769	P12830	Q92769	Q8N5A5	0.0
Q92769	P12830	Q92769	Q8N9Q1	0.0285714285714
Q92769	P12830	Q92769	Q8NHZ7	0.0571428571429
Q92769	P12830	Q92769	Q8TDI0	0.4
Q92769	P25490	Q92769	P25490	1.0
Q92769	P25490	Q92769	P26358	0.0555555555556
Q92769	P25490	Q92769	P33076	0.0172413793103
Q92769	P25490	Q92769	P35568	0.0172413793103
Q92769	P25490	Q92769	P35659	0.666666666667
Q92769	P25490	Q92769	P40763	0.0555555555556
Q92769	P25490	Q92769	P51531	0.0172413793103
Q92769	P25490	Q92769	P51532	0.0172413793103
Q92769	P25490	Q92769	P62805	0.0909090909091
Q92769	P25490	Q92769	P68400	0.111111111111
Q92769	P25490	Q92769	P68431	0.111111111111
Q92769	P25490	Q92769	Q01826	0.333333333333
Q92769	P25490	Q92769	Q01844	0.666666666667
Q92769	P25490	Q92769	Q04206	0.0540540540541
Q92769	P25490	Q92769	Q09028	0.0540540540541
Q92769	P25490	Q92769	Q12834	0.153846153846
Q92769	P25490	Q92769	Q12873	0.0172413793103
Q92769	P25490	Q92769	Q13242	0.111111111111
Q92769	P25490	Q92769	Q13363	0.1
Q92769	P25490	Q92769	Q13535	0.0172413793103
Q92769	P25490	Q92769	Q13547	0.030303030303
Q92769	P25490	Q92769	Q13573	0.0
Q92769	P25490	Q92769	Q13620	0.230769230769
Q92769	P25490	Q92769	Q14839	0.0172413793103
Q92769	P25490	Q92769	Q15014	0.105263157895
Q92769	P25490	Q92769	Q15022	0.0172413793103
Q92769	P25490	Q92769	Q15796	0.666666666667
Q92769	P25490	Q92769	Q15910	0.666666666667
Q92769	P25490	Q92769	Q16576	0.0833333333333
Q92769	P25490	Q92769	Q16695	0.25
Q92769	P25490	Q92769	Q16777	0.0
Q92769	P25490	Q92769	Q16778	0.0
Q92769	P25490	Q92769	Q59FP7	0.0172413793103
Q92769	P25490	Q92769	Q66X48	0.0172413793103
Q92769	P25490	Q92769	Q7Z6Z7	0.0172413793103
Q92769	P25490	Q92769	Q86X95	0.333333333333
Q92769	P25490	Q92769	Q86YP4	1.0
Q92769	P25490	Q92769	Q8N5A5	0.0
Q92769	P25490	Q92769	Q8N9Q1	0.333333333333
Q92769	P25490	Q92769	Q8NHZ7	0.25
Q92769	P25490	Q92769	Q8TDI0	0.0172413793103
Q92769	P26358	Q92769	P26358	1.0
Q92769	P26358	Q92769	P33076	0.4
Q92769	P26358	Q92769	P35568	0.4
Q92769	P26358	Q92769	P35659	0.0277777777778
Q92769	P26358	Q92769	P40763	1.0
Q92769	P26358	Q92769	P51531	0.4
Q92769	P26358	Q92769	P51532	0.4
Q92769	P26358	Q92769	P62805	0.189189189189
Q92769	P26358	Q92769	P68400	0.268292682927
Q92769	P26358	Q92769	P68431	0.135135135135
Q92769	P26358	Q92769	Q01826	0.0285714285714
Q92769	P26358	Q92769	Q01844	0.0571428571429
Q92769	P26358	Q92769	Q04206	0.972222222222
Q92769	P26358	Q92769	Q09028	0.972222222222
Q92769	P26358	Q92769	Q12834	0.236842105263
Q92769	P26358	Q92769	Q12873	0.4
Q92769	P26358	Q92769	Q13242	0.3
Q92769	P26358	Q92769	Q13363	0.35
Q92769	P26358	Q92769	Q13535	0.4
Q92769	P26358	Q92769	Q13547	0.137931034483
Q92769	P26358	Q92769	Q13573	0.0
Q92769	P26358	Q92769	Q13620	0.230769230769
Q92769	P26358	Q92769	Q14839	0.4
Q92769	P26358	Q92769	Q15014	0.292682926829
Q92769	P26358	Q92769	Q15022	0.4
Q92769	P26358	Q92769	Q15796	0.0571428571429
Q92769	P26358	Q92769	Q15910	0.0571428571429
Q92769	P26358	Q92769	Q16576	0.216216216216
Q92769	P26358	Q92769	Q16695	0.166666666667
Q92769	P26358	Q92769	Q16777	0.0
Q92769	P26358	Q92769	Q16778	0.0
Q92769	P26358	Q92769	Q59FP7	0.4
Q92769	P26358	Q92769	Q66X48	0.4
Q92769	P26358	Q92769	Q7Z6Z7	0.4
Q92769	P26358	Q92769	Q86X95	0.0285714285714
Q92769	P26358	Q92769	Q86YP4	0.0555555555556
Q92769	P26358	Q92769	Q8N5A5	0.0
Q92769	P26358	Q92769	Q8N9Q1	0.0285714285714
Q92769	P26358	Q92769	Q8NHZ7	0.0571428571429
Q92769	P26358	Q92769	Q8TDI0	0.4
Q92769	P33076	Q92769	P33076	1.0
Q92769	P33076	Q92769	P35568	1.0
Q92769	P33076	Q92769	P35659	0.0
Q92769	P33076	Q92769	P40763	0.4
Q92769	P33076	Q92769	P51531	1.0
Q92769	P33076	Q92769	P51532	1.0
Q92769	P33076	Q92769	P62805	0.0655737704918
Q92769	P33076	Q92769	P68400	0.123076923077
Q92769	P33076	Q92769	P68431	0.0161290322581
Q92769	P33076	Q92769	Q01826	0.0178571428571
Q92769	P33076	Q92769	Q01844	0.0175438596491
Q92769	P33076	Q92769	Q04206	0.415384615385
Q92769	P33076	Q92769	Q09028	0.415384615385
Q92769	P33076	Q92769	Q12834	0.0625
Q92769	P33076	Q92769	Q12873	1.0
Q92769	P33076	Q92769	Q13242	0.123076923077
Q92769	P33076	Q92769	Q13363	0.136363636364
Q92769	P33076	Q92769	Q13535	1.0
Q92769	P33076	Q92769	Q13547	0.0875
Q92769	P33076	Q92769	Q13573	0.0
Q92769	P33076	Q92769	Q13620	0.0615384615385
Q92769	P33076	Q92769	Q14839	1.0
Q92769	P33076	Q92769	Q15014	0.0882352941176
Q92769	P33076	Q92769	Q15022	1.0
Q92769	P33076	Q92769	Q15796	0.0175438596491
Q92769	P33076	Q92769	Q15910	0.0175438596491
Q92769	P33076	Q92769	Q16576	0.0645161290323
Q92769	P33076	Q92769	Q16695	0.0327868852459
Q92769	P33076	Q92769	Q16777	0.0
Q92769	P33076	Q92769	Q16778	0.0
Q92769	P33076	Q92769	Q59FP7	1.0
Q92769	P33076	Q92769	Q66X48	1.0
Q92769	P33076	Q92769	Q7Z6Z7	1.0
Q92769	P33076	Q92769	Q86X95	0.0
Q92769	P33076	Q92769	Q86YP4	0.0172413793103
Q92769	P33076	Q92769	Q8N5A5	0.0
Q92769	P33076	Q92769	Q8N9Q1	0.0
Q92769	P33076	Q92769	Q8NHZ7	0.0357142857143
Q92769	P33076	Q92769	Q8TDI0	1.0
Q92769	P35568	Q92769	P35568	1.0
Q92769	P35568	Q92769	P35659	0.0
Q92769	P35568	Q92769	P40763	0.4
Q92769	P35568	Q92769	P51531	1.0
Q92769	P35568	Q92769	P51532	1.0
Q92769	P35568	Q92769	P62805	0.0655737704918
Q92769	P35568	Q92769	P68400	0.123076923077
Q92769	P35568	Q92769	P68431	0.0161290322581
Q92769	P35568	Q92769	Q01826	0.0178571428571
Q92769	P35568	Q92769	Q01844	0.0175438596491
Q92769	P35568	Q92769	Q04206	0.415384615385
Q92769	P35568	Q92769	Q09028	0.415384615385
Q92769	P35568	Q92769	Q12834	0.0625
Q92769	P35568	Q92769	Q12873	1.0
Q92769	P35568	Q92769	Q13242	0.123076923077
Q92769	P35568	Q92769	Q13363	0.136363636364
Q92769	P35568	Q92769	Q13535	1.0
Q92769	P35568	Q92769	Q13547	0.0875
Q92769	P35568	Q92769	Q13573	0.0
Q92769	P35568	Q92769	Q13620	0.0615384615385
Q92769	P35568	Q92769	Q14839	1.0
Q92769	P35568	Q92769	Q15014	0.0882352941176
Q92769	P35568	Q92769	Q15022	1.0
Q92769	P35568	Q92769	Q15796	0.0175438596491
Q92769	P35568	Q92769	Q15910	0.0175438596491
Q92769	P35568	Q92769	Q16576	0.0645161290323
Q92769	P35568	Q92769	Q16695	0.0327868852459
Q92769	P35568	Q92769	Q16777	0.0
Q92769	P35568	Q92769	Q16778	0.0
Q92769	P35568	Q92769	Q59FP7	1.0
Q92769	P35568	Q92769	Q66X48	1.0
Q92769	P35568	Q92769	Q7Z6Z7	1.0
Q92769	P35568	Q92769	Q86X95	0.0
Q92769	P35568	Q92769	Q86YP4	0.0172413793103
Q92769	P35568	Q92769	Q8N5A5	0.0
Q92769	P35568	Q92769	Q8N9Q1	0.0
Q92769	P35568	Q92769	Q8NHZ7	0.0357142857143
Q92769	P35568	Q92769	Q8TDI0	1.0
Q92769	P35659	Q92769	P35659	1.0
Q92769	P35659	Q92769	P40763	0.0277777777778
Q92769	P35659	Q92769	P51531	0.0
Q92769	P35659	Q92769	P51532	0.0
Q92769	P35659	Q92769	P62805	0.0
Q92769	P35659	Q92769	P68400	0.0555555555556
Q92769	P35659	Q92769	P68431	0.125
Q92769	P35659	Q92769	Q01826	0.0
Q92769	P35659	Q92769	Q01844	0.333333333333
Q92769	P35659	Q92769	Q04206	0.027027027027
Q92769	P35659	Q92769	Q09028	0.027027027027
Q92769	P35659	Q92769	Q12834	0.0769230769231
Q92769	P35659	Q92769	Q12873	0.0
Q92769	P35659	Q92769	Q13242	0.0555555555556
Q92769	P35659	Q92769	Q13363	0.05
Q92769	P35659	Q92769	Q13535	0.0
Q92769	P35659	Q92769	Q13547	0.03125
Q92769	P35659	Q92769	Q13573	0.0
Q92769	P35659	Q92769	Q13620	0.153846153846
Q92769	P35659	Q92769	Q14839	0.0
Q92769	P35659	Q92769	Q15014	0.0526315789474
Q92769	P35659	Q92769	Q15022	0.0
Q92769	P35659	Q92769	Q15796	0.333333333333
Q92769	P35659	Q92769	Q15910	0.333333333333
Q92769	P35659	Q92769	Q16576	0.0
Q92769	P35659	Q92769	Q16695	0.285714285714
Q92769	P35659	Q92769	Q16777	0.0
Q92769	P35659	Q92769	Q16778	0.0
Q92769	P35659	Q92769	Q59FP7	0.0
Q92769	P35659	Q92769	Q66X48	0.0
Q92769	P35659	Q92769	Q7Z6Z7	0.0
Q92769	P35659	Q92769	Q86X95	0.5
Q92769	P35659	Q92769	Q86YP4	0.666666666667
Q92769	P35659	Q92769	Q8N5A5	0.0
Q92769	P35659	Q92769	Q8N9Q1	0.5
Q92769	P35659	Q92769	Q8NHZ7	0.0
Q92769	P35659	Q92769	Q8TDI0	0.0
Q92769	P40763	Q92769	P40763	1.0
Q92769	P40763	Q92769	P51531	0.4
Q92769	P40763	Q92769	P51532	0.4
Q92769	P40763	Q92769	P62805	0.189189189189
Q92769	P40763	Q92769	P68400	0.268292682927
Q92769	P40763	Q92769	P68431	0.135135135135
Q92769	P40763	Q92769	Q01826	0.0285714285714
Q92769	P40763	Q92769	Q01844	0.0571428571429
Q92769	P40763	Q92769	Q04206	0.972222222222
Q92769	P40763	Q92769	Q09028	0.972222222222
Q92769	P40763	Q92769	Q12834	0.236842105263
Q92769	P40763	Q92769	Q12873	0.4
Q92769	P40763	Q92769	Q13242	0.3
Q92769	P40763	Q92769	Q13363	0.35
Q92769	P40763	Q92769	Q13535	0.4
Q92769	P40763	Q92769	Q13547	0.137931034483
Q92769	P40763	Q92769	Q13573	0.0
Q92769	P40763	Q92769	Q13620	0.230769230769
Q92769	P40763	Q92769	Q14839	0.4
Q92769	P40763	Q92769	Q15014	0.292682926829
Q92769	P40763	Q92769	Q15022	0.4
Q92769	P40763	Q92769	Q15796	0.0571428571429
Q92769	P40763	Q92769	Q15910	0.0571428571429
Q92769	P40763	Q92769	Q16576	0.216216216216
Q92769	P40763	Q92769	Q16695	0.166666666667
Q92769	P40763	Q92769	Q16777	0.0
Q92769	P40763	Q92769	Q16778	0.0
Q92769	P40763	Q92769	Q59FP7	0.4
Q92769	P40763	Q92769	Q66X48	0.4
Q92769	P40763	Q92769	Q7Z6Z7	0.4
Q92769	P40763	Q92769	Q86X95	0.0285714285714
Q92769	P40763	Q92769	Q86YP4	0.0555555555556
Q92769	P40763	Q92769	Q8N5A5	0.0
Q92769	P40763	Q92769	Q8N9Q1	0.0285714285714
Q92769	P40763	Q92769	Q8NHZ7	0.0571428571429
Q92769	P40763	Q92769	Q8TDI0	0.4
Q92769	P51531	Q92769	P51531	1.0
Q92769	P51531	Q92769	P51532	1.0
Q92769	P51531	Q92769	P62805	0.0655737704918
Q92769	P51531	Q92769	P68400	0.123076923077
Q92769	P51531	Q92769	P68431	0.0161290322581
Q92769	P51531	Q92769	Q01826	0.0178571428571
Q92769	P51531	Q92769	Q01844	0.0175438596491
Q92769	P51531	Q92769	Q04206	0.415384615385
Q92769	P51531	Q92769	Q09028	0.415384615385
Q92769	P51531	Q92769	Q12834	0.0625
Q92769	P51531	Q92769	Q12873	1.0
Q92769	P51531	Q92769	Q13242	0.123076923077
Q92769	P51531	Q92769	Q13363	0.136363636364
Q92769	P51531	Q92769	Q13535	1.0
Q92769	P51531	Q92769	Q13547	0.0875
Q92769	P51531	Q92769	Q13573	0.0
Q92769	P51531	Q92769	Q13620	0.0615384615385
Q92769	P51531	Q92769	Q14839	1.0
Q92769	P51531	Q92769	Q15014	0.0882352941176
Q92769	P51531	Q92769	Q15022	1.0
Q92769	P51531	Q92769	Q15796	0.0175438596491
Q92769	P51531	Q92769	Q15910	0.0175438596491
Q92769	P51531	Q92769	Q16576	0.0645161290323
Q92769	P51531	Q92769	Q16695	0.0327868852459
Q92769	P51531	Q92769	Q16777	0.0
Q92769	P51531	Q92769	Q16778	0.0
Q92769	P51531	Q92769	Q59FP7	1.0
Q92769	P51531	Q92769	Q66X48	1.0
Q92769	P51531	Q92769	Q7Z6Z7	1.0
Q92769	P51531	Q92769	Q86X95	0.0
Q92769	P51531	Q92769	Q86YP4	0.0172413793103
Q92769	P51531	Q92769	Q8N5A5	0.0
Q92769	P51531	Q92769	Q8N9Q1	0.0
Q92769	P51531	Q92769	Q8NHZ7	0.0357142857143
Q92769	P51531	Q92769	Q8TDI0	1.0
Q92769	P51532	Q92769	P51532	1.0
Q92769	P51532	Q92769	P62805	0.0655737704918
Q92769	P51532	Q92769	P68400	0.123076923077
Q92769	P51532	Q92769	P68431	0.0161290322581
Q92769	P51532	Q92769	Q01826	0.0178571428571
Q92769	P51532	Q92769	Q01844	0.0175438596491
Q92769	P51532	Q92769	Q04206	0.415384615385
